sec_cde	sec_name	list_date	mkt_sort
300094	国联水产	2010/7/8	s
300095	华伍股份	2010/7/28	s
300096	易联众	2010/7/28	s
300097	智云股份	2010/7/28	s
300098	高新兴	2010/7/28	s
300099	精准信息	2010/8/6	s
300100	双林股份	2010/8/6	s
300101	振芯科技	2010/8/6	s
300102	乾照光电	2010/8/12	s
300103	达刚控股	2010/8/12	s
300105	龙源技术	2010/8/20	s
300106	西部牧业	2010/8/20	s
300107	建新股份	2010/8/20	s
300108	吉药控股	2010/8/25	s
300109	新开源	2010/8/25	s
300110	华仁药业	2010/8/25	s
300111	向日葵	2010/8/27	s
300112	万讯自控	2010/8/27	s
300113	顺网科技	2010/8/27	s
300114	中航电测	2010/8/27	s
300115	长盈精密	2010/9/2	s
300116	保力新	2010/9/2	s
300117	嘉寓股份	2010/9/2	s
300118	东方日升	2010/9/2	s
300119	瑞普生物	2010/9/17	s
300120	经纬辉开	2010/9/17	s
300121	阳谷华泰	2010/9/17	s
300122	智飞生物	2010/9/28	s
300123	亚光科技	2010/9/28	s
300124	汇川技术	2010/9/28	s
300125	聆达股份	2010/10/13	s
300126	锐奇股份	2010/10/13	s
300127	银河磁体	2010/10/13	s
300128	锦富技术	2010/10/13	s
300129	泰胜风能	2010/10/19	s
300130	新国都	2010/10/19	s
300131	英唐智控	2010/10/19	s
300132	青松股份	2010/10/26	s
300133	华策影视	2010/10/26	s
300134	大富科技	2010/10/26	s
300135	宝利国际	2010/10/26	s
300136	信维通信	2010/11/5	s
300137	先河环保	2010/11/5	s
300138	晨光生物	2010/11/5	s
300139	晓程科技	2010/11/12	s
300140	中环装备	2010/11/12	s
300141	和顺电气	2010/11/12	s
300142	沃森生物	2010/11/12	s
300143	盈康生命	2010/12/9	s
300144	宋城演艺	2010/12/9	s
300145	中金环境	2010/12/9	s
300146	汤臣倍健	2010/12/15	s
300147	香雪制药	2010/12/15	s
300148	天舟文化	2010/12/15	s
300149	睿智医药	2010/12/22	s
300150	世纪瑞尔	2010/12/22	s
300151	昌红科技	2010/12/22	s
300152	科融环境	2010/12/29	s
300153	科泰电源	2010/12/29	s
300154	瑞凌股份	2010/12/29	s
300155	安居宝	2011/1/7	s
300157	恒泰艾普	2011/1/7	s
300158	振东制药	2011/1/7	s
300159	新研股份	2011/1/7	s
300160	秀强股份	2011/1/13	s
300161	华中数控	2011/1/13	s
300162	雷曼光电	2011/1/13	s
300163	先锋新材	2011/1/13	s
300164	通源石油	2011/1/13	s
300165	天瑞仪器	2011/1/25	s
300166	东方国信	2011/1/25	s
300167	迪威迅	2011/1/25	s
300168	万达信息	2011/1/25	s
300169	天晟新材	2011/1/25	s
300170	汉得信息	2011/2/1	s
300171	东富龙	2011/2/1	s
300172	中电环保	2011/2/1	s
300173	福能东方	2011/2/1	s
300174	元力股份	2011/2/1	s
300175	朗源股份	2011/2/15	s
300176	派生科技	2011/2/15	s
300177	中海达	2011/2/15	s
300178	*ST腾邦	2011/2/15	s
300179	四方达	2011/2/15	s
300180	华峰超纤	2011/2/22	s
300181	佐力药业	2011/2/22	s
300182	捷成股份	2011/2/22	s
300183	东软载波	2011/2/22	s
300184	力源信息	2011/2/22	s
300185	通裕重工	2011/3/8	s
300187	永清环保	2011/3/8	s
300188	美亚柏科	2011/3/16	s
300189	神农科技	2011/3/16	s
300190	维尔利	2011/3/16	s
300191	潜能恒信	2011/3/16	s
300192	科德教育	2011/3/22	s
300193	佳士科技	2011/3/22	s
300194	福安药业	2011/3/22	s
300195	长荣股份	2011/3/29	s
300196	长海股份	2011/3/29	s
300197	节能铁汉	2011/3/29	s
300198	纳川股份	2011/4/7	s
300199	翰宇药业	2011/4/7	s
300200	高盟新材	2011/4/7	s
300201	海伦哲	2011/4/7	s
300202	*ST 聚龙	2011/4/15	s
300203	聚光科技	2011/4/15	s
300204	舒泰神	2011/4/15	s
300205	天喻信息	2011/4/21	s
300206	理邦仪器	2011/4/21	s
300207	欣旺达	2011/4/21	s
300208	青岛中程	2011/4/26	s
300209	天泽信息	2011/4/26	s
300210	森远股份	2011/4/26	s
300211	亿通科技	2011/5/5	s
300212	易华录	2011/5/5	s
300213	佳讯飞鸿	2011/5/5	s
300214	日科化学	2011/5/11	s
300215	电科院	2011/5/11	s
300217	东方电热	2011/5/18	s
300218	安利股份	2011/5/18	s
300219	鸿利智汇	2011/5/18	s
300220	金运激光	2011/5/25	s
300221	银禧科技	2011/5/25	s
300222	科大智能	2011/5/25	s
300223	北京君正	2011/5/31	s
300224	正海磁材	2011/5/31	s
300225	金力泰	2011/5/31	s
300226	上海钢联	2011/6/8	s
300227	光韵达	2011/6/8	s
300228	富瑞特装	2011/6/8	s
300229	拓尔思	2011/6/15	s
300230	永利股份	2011/6/15	s
300231	银信科技	2011/6/15	s
300232	洲明科技	2011/6/22	s
300233	金城医药	2011/6/22	s
300234	开尔新材	2011/6/22	s
300235	方直科技	2011/6/29	s
300236	上海新阳	2011/6/29	s
300237	美晨生态	2011/6/29	s
300238	冠昊生物	2011/7/6	s
300239	东宝生物	2011/7/6	s
300240	飞力达	2011/7/6	s
300241	瑞丰光电	2011/7/12	s
300242	佳云科技	2011/7/12	s
300243	瑞丰高材	2011/7/12	s
300244	迪安诊断	2011/7/19	s
300245	天玑科技	2011/7/19	s
300246	宝莱特	2011/7/19	s
300247	融捷健康	2011/7/29	s
300248	新开普	2011/7/29	s
300249	依米康	2011/8/3	s
300250	初灵信息	2011/8/3	s
300251	光线传媒	2011/8/3	s
300252	金信诺	2011/8/18	s
300253	卫宁健康	2011/8/18	s
300254	仟源医药	2011/8/19	s
300255	常山药业	2011/8/19	s
300256	星星科技	2011/8/19	s
300257	开山股份	2011/8/19	s
300258	精锻科技	2011/8/26	s
300259	新天科技	2011/8/31	s
300260	新莱应材	2011/9/6	s
300261	雅本化学	2011/9/6	s
300262	巴安水务	2011/9/16	s
300263	隆华科技	2011/9/16	s
300264	佳创视讯	2011/9/16	s
300265	通光线缆	2011/9/16	s
300266	兴源环境	2011/9/27	s
300267	尔康制药	2011/9/27	s
300268	佳沃股份	2011/9/27	s
300269	ST联建	2011/10/12	s
300270	中威电子	2011/10/12	s
300271	华宇软件	2011/10/26	s
300272	开能健康	2011/11/2	s
300273	和佳医疗	2011/10/26	s
300274	阳光电源	2011/11/2	s
300275	梅安森	2011/11/2	s
300276	三丰智能	2011/11/15	s
300277	海联讯	2011/11/23	s
300278	*ST华昌	2011/12/16	s
300279	和晶科技	2011/12/29	s
300280	紫天科技	2011/12/29	s
300281	金明精机	2011/12/29	s
300282	三盛教育	2011/12/29	s
300283	温州宏丰	2012/1/10	s
300284	苏交科	2012/1/10	s
300285	国瓷材料	2012/1/13	s
300286	安科瑞	2012/1/13	s
300287	飞利信	2012/2/1	s
300288	朗玛信息	2012/2/16	s
300289	利德曼	2012/2/16	s
300290	荣科科技	2012/2/16	s
300291	华录百纳	2012/2/9	s
300292	吴通控股	2012/2/29	s
300293	蓝英装备	2012/3/8	s
300294	博雅生物	2012/3/8	s
300295	三六五网	2012/3/15	s
300296	利亚德	2012/3/15	s
300297	蓝盾股份	2012/3/15	s
300298	三诺生物	2012/3/19	s
300299	富春股份	2012/3/19	s
300300	海峡创新	2012/3/19	s
300301	长方集团	2012/3/21	s
300302	同有科技	2012/3/21	s
300303	聚飞光电	2012/3/19	s
300304	云意电气	2012/3/21	s
300305	裕兴股份	2012/3/29	s
300306	远方信息	2012/3/29	s
300307	慈星股份	2012/3/29	s
300308	中际旭创	2012/4/10	s
300309	吉艾科技	2012/4/10	s
300310	宜通世纪	2012/4/25	s
300311	任子行	2012/4/25	s
300312	*ST邦讯	2012/5/8	s
300313	ST天山	2012/4/25	s
300314	戴维医疗	2012/5/8	s
300315	掌趣科技	2012/5/11	s
300316	晶盛机电	2012/5/11	s
300317	珈伟新能	2012/5/11	s
300318	博晖创新	2012/5/23	s
300319	麦捷科技	2012/5/23	s
300320	海达股份	2012/6/1	s
300321	同大股份	2012/5/23	s
300322	硕贝德	2012/6/8	s
300323	华灿光电	2012/6/1	s
300324	旋极信息	2012/6/8	s
300325	*ST德威	2012/6/1	s
300326	凯利泰	2012/6/13	s
300327	中颖电子	2012/6/13	s
300328	宜安科技	2012/6/19	s
300329	海伦钢琴	2012/6/19	s
300330	华虹计通	2012/6/19	s
300331	苏大维格	2012/6/28	s
300332	天壕环境	2012/6/28	s
300333	兆日科技	2012/6/28	s
300334	津膜科技	2012/7/5	s
300335	迪森股份	2012/7/10	s
300336	新文化	2012/7/10	s
300337	银邦股份	2012/7/18	s
300338	开元教育	2012/7/26	s
300339	润和软件	2012/7/18	s
300340	科恒股份	2012/7/26	s
300341	麦克奥迪	2012/7/26	s
300342	天银机电	2012/7/26	s
300343	联创股份	2012/8/1	s
300344	立方数科	2012/8/1	s
300345	华民股份	2012/8/1	s
300346	南大光电	2012/8/7	s
300347	泰格医药	2012/8/17	s
300348	长亮科技	2012/8/17	s
300349	金卡智能	2012/8/17	s
300350	华鹏飞	2012/8/21	s
300351	永贵电器	2012/9/20	s
300352	北信源	2012/9/12	s
300353	东土科技	2012/9/27	s
300354	东华测试	2012/9/20	s
300355	蒙草生态	2012/9/27	s
300356	ST光一	2012/10/9	s
300357	我武生物	2014/1/21	s
300358	楚天科技	2014/1/21	s
300359	全通教育	2014/1/21	s
300360	炬华科技	2014/1/21	s
300362	天翔环境	2014/1/21	s
300363	博腾股份	2014/1/29	s
300364	中文在线	2015/1/21	s
300365	恒华科技	2014/1/23	s
300366	创意信息	2014/1/27	s
300367	ST网力	2014/1/29	s
300368	汇金股份	2014/1/23	s
300369	绿盟科技	2014/1/29	s
300370	ST安控	2014/1/23	s
300371	汇中股份	2014/1/23	s
300373	扬杰科技	2014/1/23	s
300374	中铁装配	2015/3/19	s
300375	鹏翎股份	2014/1/27	s
300376	易事特	2014/1/27	s
300377	赢时胜	2014/1/27	s
300378	鼎捷软件	2014/1/27	s
300379	东方通	2014/1/28	s
300380	安硕信息	2014/1/28	s
300381	溢多利	2014/1/28	s
300382	斯莱克	2014/1/29	s
300383	光环新网	2014/1/29	s
300384	三联虹普	2014/8/1	s
300385	雪浪环境	2014/6/26	s
300386	飞天诚信	2014/6/26	s
300387	富邦股份	2014/7/2	s
300388	节能国祯	2014/8/1	s
300389	艾比森	2014/8/1	s
300390	天华超净	2014/7/31	s
300391	康跃科技	2014/8/1	s
300392	腾信股份	2014/9/10	s
300393	中来股份	2014/9/12	s
300394	天孚通信	2015/2/17	s
300395	菲利华	2014/9/10	s
300396	迪瑞医疗	2014/9/10	s
300397	天和防务	2014/9/10	s
300398	飞凯材料	2014/10/9	s
300399	天利科技	2014/10/9	s
300400	劲拓股份	2014/10/10	s
300401	花园生物	2014/10/9	s
300402	宝色股份	2014/10/10	s
300403	汉宇集团	2014/10/30	s
300404	博济医药	2015/4/24	s
300405	科隆股份	2014/10/30	s
300406	九强生物	2014/10/30	s
300407	凯发电气	2014/12/3	s
300408	三环集团	2014/12/3	s
300409	道氏技术	2014/12/3	s
300410	正业科技	2014/12/31	s
300411	金盾股份	2014/12/31	s
300412	迦南科技	2014/12/31	s
300413	芒果超媒	2015/1/21	s
300414	中光防雷	2015/5/13	s
300415	伊之密	2015/1/23	s
300416	苏试试验	2015/1/22	s
300417	南华仪器	2015/1/23	s
300418	昆仑万维	2015/1/21	s
300419	浩丰科技	2015/1/22	s
300420	五洋停车	2015/2/17	s
300421	力星股份	2015/2/17	s
300422	博世科	2015/2/17	s
300423	昇辉科技	2015/2/17	s
300424	航新科技	2015/4/22	s
300425	中建环能	2015/2/16	s
300426	唐德影视	2015/2/17	s
300427	红相股份	2015/2/17	s
300428	四通新材	2015/3/19	s
300429	强力新材	2015/3/24	s
300430	诚益通	2015/3/19	s
300432	富临精工	2015/3/19	s
300433	蓝思科技	2015/3/18	s
300434	金石亚药	2015/4/24	s
300435	中泰股份	2015/3/26	s
300436	广生堂	2015/4/22	s
300437	清水源	2015/4/23	s
300438	鹏辉能源	2015/4/24	s
300439	美康生物	2015/4/22	s
300440	运达科技	2015/4/23	s
300441	鲍斯股份	2015/4/23	s
300442	普丽盛	2015/4/24	s
300443	金雷股份	2015/4/22	s
300444	双杰电气	2015/4/23	s
300445	康斯特	2015/4/24	s
300446	*ST乐材	2015/4/23	s
300447	全信股份	2015/4/22	s
300448	浩云科技	2015/4/24	s
300449	汉邦高科	2015/4/22	s
300450	先导智能	2015/5/18	s
300451	创业慧康	2015/5/14	s
300452	山河药辅	2015/5/15	s
300453	三鑫医疗	2015/5/15	s
300454	深信服	2018/5/16	s
300455	康拓红外	2015/5/15	s
300456	赛微电子	2015/5/14	s
300457	赢合科技	2015/5/14	s
300458	全志科技	2015/5/15	s
300459	金科文化	2015/5/15	s
300460	惠伦晶体	2015/5/15	s
300461	田中精机	2015/5/19	s
300462	华铭智能	2015/5/27	s
300463	迈克生物	2015/5/28	s
300464	星徽股份	2015/6/10	s
300465	高伟达	2015/5/28	s
300466	赛摩智能	2015/5/28	s
300467	迅游科技	2015/5/27	s
300468	四方精创	2015/5/27	s
300469	信息发展	2015/6/11	s
300470	中密控股	2015/6/12	s
300471	厚普股份	2015/6/11	s
300472	新元科技	2015/6/11	s
300473	德尔股份	2015/6/12	s
300474	景嘉微	2016/3/31	s
300475	聚隆科技	2015/6/10	s
300476	胜宏科技	2015/6/11	s
300477	合纵科技	2015/6/10	s
300478	杭州高新	2015/6/10	s
300479	神思电子	2015/6/12	s
300480	光力科技	2015/7/2	s
300481	濮阳惠成	2015/6/30	s
300482	万孚生物	2015/6/30	s
300483	首华燃气	2015/6/30	s
300484	蓝海华腾	2016/3/22	s
300485	赛升药业	2015/6/26	s
300486	东杰智能	2015/6/30	s
300487	蓝晓科技	2015/7/2	s
300488	恒锋工具	2015/7/1	s
300489	中飞股份	2015/7/1	s
300490	华自科技	2015/12/31	s
300491	通合科技	2015/12/31	s
300492	华图山鼎	2015/12/23	s
300493	润欣科技	2015/12/10	s
300494	盛天网络	2015/12/31	s
300495	*ST美尚	2015/12/22	s
300496	中科创达	2015/12/10	s
300497	富祥药业	2015/12/22	s
300498	温氏股份	2015/11/2	s
300499	高澜股份	2016/2/2	s
300500	启迪设计	2016/2/4	s
300501	海顺新材	2016/2/4	s
300502	新易盛	2016/3/3	s
300503	昊志机电	2016/3/9	s
300504	天邑股份	2018/3/30	s
300505	川金诺	2016/3/15	s
300506	名家汇	2016/3/24	s
300507	苏奥传感	2016/4/29	s
300508	维宏股份	2016/4/19	s
300509	新美星	2016/4/25	s
300510	金冠股份	2016/5/6	s
300511	雪榕生物	2016/5/4	s
300512	中亚股份	2016/5/26	s
300513	恒实科技	2016/5/30	s
300514	友讯达	2017/4/26	s
300515	三德科技	2016/6/8	s
300516	久之洋	2016/6/2	s
300517	海波重科	2016/7/19	s
300518	盛讯达	2016/6/24	s
300519	新光药业	2016/6/24	s
300520	科大国创	2016/7/8	s
300521	爱司凯	2016/7/5	s
300522	世名科技	2016/7/5	s
300523	辰安科技	2016/7/26	s
300525	博思软件	2016/7/26	s
300526	中潜股份	2016/8/2	s
300527	中船应急	2016/8/5	s
300528	幸福蓝海	2016/8/8	s
300529	健帆生物	2016/8/2	s
300530	*ST达志	2016/8/9	s
300531	优博讯	2016/8/9	s
300532	今天国际	2016/8/18	s
300533	冰川网络	2016/8/18	s
300534	陇神戎发	2016/9/13	s
300535	达威股份	2016/8/12	s
300536	农尚环境	2016/9/20	s
300537	广信材料	2016/8/30	s
300538	同益股份	2016/8/26	s
300539	横河精密	2016/8/30	s
300540	深冷股份	2016/8/23	s
300541	先进数通	2016/9/13	s
300542	新晨科技	2016/9/20	s
300543	朗科智能	2016/9/8	s
300545	联得装备	2016/9/28	s
300546	雄帝科技	2016/9/28	s
300547	川环科技	2016/9/30	s
300548	博创科技	2016/10/12	s
300549	优德精密	2016/9/30	s
300550	和仁科技	2016/10/18	s
300551	古鳌科技	2016/10/18	s
300552	万集科技	2016/10/21	s
300553	集智股份	2016/10/21	s
300554	三超新材	2017/4/21	s
300555	路通视信	2016/10/18	s
300556	丝路视觉	2016/11/4	s
300557	理工光科	2016/11/1	s
300558	贝达药业	2016/11/7	s
300559	佳发教育	2016/11/1	s
300560	中富通	2016/11/1	s
300561	汇金科技	2016/11/17	s
300562	乐心医疗	2016/11/16	s
300563	神宇股份	2016/11/14	s
300564	筑博设计	2019/11/8	s
300565	科信技术	2016/11/22	s
300566	激智科技	2016/11/15	s
300567	精测电子	2016/11/22	s
300568	星源材质	2016/12/1	s
300569	天能重工	2016/11/25	s
300570	太辰光	2016/12/6	s
300571	平治信息	2016/12/13	s
300572	安车检测	2016/12/6	s
300573	兴齐眼药	2016/12/8	s
300575	中旗股份	2016/12/20	s
300576	容大感光	2016/12/20	s
300577	开润股份	2016/12/21	s
300578	会畅通讯	2017/1/25	s
300579	数字认证	2016/12/23	s
300580	贝斯特	2017/1/11	s
300581	晨曦航空	2016/12/20	s
300582	英飞特	2016/12/28	s
300583	赛托生物	2017/1/6	s
300584	海辰药业	2017/1/12	s
300585	奥联电子	2016/12/29	s
300586	美联新材	2017/1/4	s
300587	天铁股份	2017/1/5	s
300588	熙菱信息	2017/1/5	s
300589	江龙船艇	2017/1/13	s
300590	移为通信	2017/1/11	s
300591	万里马	2017/1/10	s
300592	华凯创意	2017/1/20	s
300593	新雷能	2017/1/13	s
300594	朗进科技	2019/6/21	s
300595	欧普康视	2017/1/17	s
300596	利安隆	2017/1/19	s
300597	吉大通信	2017/1/23	s
300598	诚迈科技	2017/1/20	s
300599	雄塑科技	2017/1/23	s
300600	国瑞科技	2017/1/25	s
300601	康泰生物	2017/2/7	s
300602	飞荣达	2017/1/26	s
300603	立昂技术	2017/1/26	s
300604	长川科技	2017/4/17	s
300605	恒锋信息	2017/2/8	s
300606	金太阳	2017/2/8	s
300607	拓斯达	2017/2/9	s
300608	思特奇	2017/2/13	s
300609	汇纳科技	2017/2/15	s
300610	晨化股份	2017/2/13	s
300611	美力科技	2017/2/20	s
300612	宣亚国际	2017/2/15	s
300613	富瀚微	2017/2/20	s
300614	C百川	2021/5/25	s
300615	欣天科技	2017/2/15	s
300616	尚品宅配	2017/3/7	s
300617	安靠智电	2017/2/28	s
300618	寒锐钴业	2017/3/6	s
300619	金银河	2017/3/1	s
300620	光库科技	2017/3/10	s
300621	维业股份	2017/3/16	s
300622	博士眼镜	2017/3/15	s
300623	捷捷微电	2017/3/14	s
300624	万兴科技	2018/1/18	s
300625	三雄极光	2017/3/17	s
300626	华瑞股份	2017/3/20	s
300627	华测导航	2017/3/21	s
300628	亿联网络	2017/3/17	s
300629	新劲刚	2017/3/24	s
300630	普利制药	2017/3/28	s
300631	久吾高科	2017/3/23	s
300632	光莆股份	2017/4/6	s
300633	开立医疗	2017/4/6	s
300634	彩讯股份	2018/3/23	s
300635	中达安	2017/3/31	s
300636	同和药业	2017/3/31	s
300637	扬帆新材	2017/4/12	s
300638	广和通	2017/4/13	s
300639	凯普生物	2017/4/12	s
300640	德艺文创	2017/4/17	s
300641	正丹股份	2017/4/18	s
300642	透景生命	2017/4/21	s
300643	万通智控	2017/5/5	s
300644	南京聚隆	2018/2/6	s
300645	正元智慧	2017/4/21	s
300647	超频三	2017/5/3	s
300648	星云股份	2017/4/25	s
300649	杭州园林	2017/5/5	s
300650	太龙照明	2017/5/3	s
300651	金陵体育	2017/5/9	s
300652	雷迪克	2017/5/16	s
300653	正海生物	2017/5/16	s
300654	世纪天鸿	2017/9/26	s
300655	晶瑞股份	2017/5/23	s
300656	民德电子	2017/5/19	s
300657	弘信电子	2017/5/23	s
300658	延江股份	2017/6/2	s
300659	中孚信息	2017/5/26	s
300660	江苏雷利	2017/6/2	s
300661	圣邦股份	2017/6/6	s
300662	科锐国际	2017/6/8	s
300663	科蓝软件	2017/6/8	s
300664	鹏鹞环保	2018/1/5	s
300665	飞鹿股份	2017/6/13	s
300666	江丰电子	2017/6/15	s
300667	必创科技	2017/6/19	s
300668	杰恩设计	2017/6/19	s
300669	沪宁股份	2017/6/29	s
300670	大烨智能	2017/7/3	s
300671	富满电子	2017/7/5	s
300672	国科微	2017/7/12	s
300673	佩蒂股份	2017/7/11	s
300674	宇信科技	2018/11/7	s
300675	建科院	2017/7/19	s
300676	华大基因	2017/7/14	s
300677	英科医疗	2017/7/21	s
300678	中科信息	2017/7/28	s
300679	电连技术	2017/7/31	s
300680	隆盛科技	2017/7/25	s
300681	英搏尔	2017/7/25	s
300682	朗新科技	2017/8/1	s
300683	海特生物	2017/8/8	s
300684	中石科技	2017/12/27	s
300685	艾德生物	2017/8/2	s
300686	智动力	2017/8/4	s
300687	赛意信息	2017/8/3	s
300688	创业黑马	2017/8/10	s
300689	澄天伟业	2017/8/9	s
300690	双一科技	2017/8/8	s
300691	联合光电	2017/8/11	s
300692	中环环保	2017/8/21	s
300693	盛弘股份	2017/8/22	s
300694	蠡湖股份	2018/10/15	s
300695	兆丰股份	2017/9/8	s
300696	爱乐达	2017/8/22	s
300697	电工合金	2017/9/7	s
300698	万马科技	2017/8/31	s
300699	光威复材	2017/9/1	s
300700	岱勒新材	2017/9/12	s
300701	森霸传感	2017/9/15	s
300702	天宇股份	2017/9/19	s
300703	创源股份	2017/9/19	s
300705	九典制药	2017/10/10	s
300706	阿石创	2017/9/26	s
300707	威唐工业	2017/10/10	s
300708	聚灿光电	2017/10/16	s
300709	精研科技	2017/10/19	s
300710	万隆光电	2017/10/19	s
300711	广哈通信	2017/11/1	s
300712	永福股份	2017/10/31	s
300713	英可瑞	2017/11/1	s
300715	凯伦股份	2017/10/26	s
300716	国立科技	2017/11/9	s
300717	华信新材	2017/11/6	s
300718	长盛轴承	2017/11/6	s
300719	安达维尔	2017/11/9	s
300720	海川智能	2017/11/6	s
300721	怡达股份	2017/11/15	s
300722	新余国科	2017/11/10	s
300723	一品红	2017/11/16	s
300724	捷佳伟创	2018/8/10	s
300725	药石科技	2017/11/10	s
300726	宏达电子	2017/11/21	s
300727	润禾材料	2017/11/27	s
300729	乐歌股份	2017/12/1	s
300730	科创信息	2017/12/5	s
300731	科创新源	2017/12/8	s
300732	设研院	2017/12/12	s
300733	西菱动力	2018/1/16	s
300735	光弘科技	2017/12/29	s
300736	百邦科技	2018/1/9	s
300737	科顺股份	2018/1/25	s
300738	奥飞数据	2018/1/19	s
300739	明阳电路	2018/2/1	s
300740	水羊股份	2018/2/8	s
300741	华宝股份	2018/3/1	s
300742	越博动力	2018/5/8	s
300743	天地数码	2018/4/27	s
300745	欣锐科技	2018/5/23	s
300746	汉嘉设计	2018/5/25	s
300747	锐科激光	2018/6/25	s
300748	金力永磁	2018/9/21	s
300749	顶固集创	2018/9/25	s
300750	宁德时代	2018/6/11	s
300751	迈为股份	2018/11/9	s
300752	隆利科技	2018/11/30	s
300753	爱朋医疗	2018/12/13	s
300755	华致酒行	2019/1/29	s
300756	金马游乐	2018/12/28	s
300757	罗博特科	2019/1/8	s
300758	七彩化学	2019/2/22	s
300759	康龙化成	2019/1/28	s
300760	迈瑞医疗	2018/10/16	s
300761	立华股份	2019/2/18	s
300762	上海瀚讯	2019/3/14	s
300763	锦浪科技	2019/3/19	s
300765	新诺威	2019/3/22	s
300766	每日互动	2019/3/25	s
300767	震安科技	2019/3/29	s
300768	迪普科技	2019/4/12	s
300769	德方纳米	2019/4/15	s
300770	新媒股份	2019/4/19	s
300771	智莱科技	2019/4/22	s
300772	运达股份	2019/4/26	s
300773	拉卡拉	2019/4/25	s
300775	三角防务	2019/5/21	s
300776	帝尔激光	2019/5/17	s
300777	中简科技	2019/5/16	s
300778	新城市	2019/5/10	s
300779	惠城环保	2019/5/22	s
300780	德恩精工	2019/5/31	s
300781	因赛集团	2019/6/6	s
300782	卓胜微	2019/6/18	s
300783	三只松鼠	2019/7/12	s
300785	值得买	2019/7/15	s
300786	国林科技	2019/7/23	s
300787	海能实业	2019/8/15	s
300788	中信出版	2019/7/5	s
300789	唐源电气	2019/8/28	s
300790	宇瞳光学	2019/9/20	s
300791	仙乐健康	2019/9/25	s
300792	壹网壹创	2019/9/27	s
300793	佳禾智能	2019/10/18	s
300795	*ST米奥	2019/10/22	s
300796	贝斯美	2019/11/15	s
300797	钢研纳克	2019/11/1	s
300798	锦鸡股份	2019/11/22	s
300799	左江科技	2019/10/29	s
300800	力合科技	2019/11/6	s
300801	泰和科技	2019/11/28	s
300802	矩子科技	2019/11/14	s
300803	指南针	2019/11/18	s
300805	电声股份	2019/11/21	s
300806	斯迪克	2019/11/25	s
300807	天迈科技	2019/12/19	s
300808	久量股份	2019/11/29	s
300809	华辰装备	2019/12/4	s
300810	中科海讯	2019/12/6	s
300811	铂科新材	2019/12/30	s
300812	易天股份	2020/1/9	s
300813	泰林生物	2020/1/14	s
300815	玉禾田	2020/1/23	s
300816	艾可蓝	2020/2/10	s
300817	双飞股份	2020/2/18	s
300818	耐普矿机	2020/2/12	s
300819	聚杰微纤	2020/3/12	s
300820	英杰电气	2020/2/13	s
300821	东岳硅材	2020/3/12	s
300822	贝仕达克	2020/3/13	s
300823	建科机械	2020/3/19	s
300824	北鼎股份	2020/6/19	s
300825	阿尔特	2020/3/27	s
300826	测绘股份	2020/4/3	s
300827	上能电气	2020/4/10	s
300828	锐新科技	2020/4/21	s
300829	金丹科技	2020/4/22	s
300830	金现代	2020/5/6	s
300831	派瑞股份	2020/5/7	s
300832	新产业	2020/5/12	s
300833	浩洋股份	2020/5/20	s
300835	龙磁科技	2020/5/25	s
300836	佰奥智能	2020/5/28	s
300837	浙矿股份	2020/6/5	s
300838	浙江力诺	2020/6/8	s
300839	博汇股份	2020/6/30	s
300840	酷特智能	2020/7/8	s
300841	康华生物	2020/6/16	s
300842	帝科股份	2020/6/18	s
300843	胜蓝股份	2020/7/2	s
300845	捷安高科	2020/7/3	s
300846	首都在线	2020/7/1	s
300847	中船汉光	2020/7/9	s
300848	美瑞新材	2020/7/20	s
300849	锦盛新材	2020/7/10	s
300850	新强联	2020/7/13	s
300851	交大思诺	2020/7/17	s
300852	四会富仕	2020/7/13	s
300853	申昊科技	2020/7/24	s
300855	图南股份	2020/7/23	s
300856	科思股份	2020/7/22	s
300857	协创数据	2020/7/27	s
300858	科拓生物	2020/7/27	s
300859	*ST西域	2020/8/6	s
300860	锋尚文化	2020/8/24	s
300861	美畅股份	2020/8/24	s
300862	蓝盾光电	2020/8/24	s
300863	卡倍亿	2020/8/24	s
300864	南大环境	2020/8/24	s
300865	大宏立	2020/8/24	s
300866	安克创新	2020/8/24	s
300867	圣元环保	2020/8/24	s
300868	杰美特	2020/8/24	s
300869	康泰医学	2020/8/24	s
300870	欧陆通	2020/8/24	s
300871	回盛生物	2020/8/24	s
300872	天阳科技	2020/8/24	s
300873	海晨股份	2020/8/24	s
300875	捷强装备	2020/8/24	s
300876	蒙泰高新	2020/8/24	s
300877	金春股份	2020/8/24	s
300878	维康药业	2020/8/24	s
300879	大叶股份	2020/9/1	s
300880	迦南智能	2020/9/1	s
300881	盛德鑫泰	2020/9/1	s
300882	万胜智能	2020/9/10	s
300883	龙利得	2020/9/10	s
300884	狄耐克	2020/11/12	s
300885	海昌新材	2020/9/10	s
300886	华业香料	2020/9/16	s
300887	谱尼测试	2020/9/16	s
300888	稳健医疗	2020/9/17	s
300889	爱克股份	2020/9/16	s
300890	翔丰华	2020/9/17	s
300891	惠云钛业	2020/9/17	s
300892	品渥食品	2020/9/24	s
300893	松原股份	2020/9/24	s
300894	火星人	2020/12/31	s
300895	铜牛信息	2020/9/24	s
300896	爱美客	2020/9/28	s
300897	山科智能	2020/9/28	s
300898	熊猫乳品	2020/10/16	s
300899	上海凯鑫	2020/10/16	s
300900	广联航空	2020/10/29	s
300901	中胤时尚	2020/10/29	s
300902	国安达	2020/10/29	s
