sec_cde	sec_name	list_date	mkt_sort
2325	洪涛股份	2009/12/22	s
2326	永太科技	2009/12/22	s
2327	富安娜	2009/12/30	s
2328	新朋股份	2009/12/30	s
2329	皇氏集团	2010/1/6	s
2330	得利斯	2010/1/6	s
2331	皖通科技	2010/1/6	s
2332	仙琚制药	2010/1/12	s
2333	罗普斯金	2010/1/12	s
2334	英威腾	2010/1/13	s
2335	科华数据	2010/1/13	s
2336	人人乐	2010/1/13	s
2337	赛象科技	2010/1/15	s
2338	奥普光电	2010/1/15	s
2339	积成电子	2010/1/22	s
2340	格林美	2010/1/22	s
2341	新纶科技	2010/1/22	s
2342	巨力索具	2010/1/26	s
2343	慈文传媒	2010/1/26	s
2344	海宁皮城	2010/1/26	s
2345	潮宏基	2010/1/28	s
2346	柘中股份	2010/1/28	s
2347	泰尔股份	2010/1/28	s
2348	高乐股份	2010/2/3	s
2349	精华制药	2010/2/3	s
2350	北京科锐	2010/2/3	s
2351	漫步者	2010/2/5	s
2352	顺丰控股	2010/2/5	s
2353	杰瑞股份	2010/2/5	s
2354	天神娱乐	2010/2/9	s
2355	兴民智通	2010/2/9	s
2356	*ST赫美	2010/2/9	s
2357	富临运业	2010/2/10	s
2358	ST森源	2010/2/10	s
2359	*ST北讯	2010/2/10	s
2360	同德化工	2010/3/3	s
2361	神剑股份	2010/3/3	s
2362	汉王科技	2010/3/3	s
2363	隆基机械	2010/3/5	s
2364	中恒电气	2010/3/5	s
2365	永安药业	2010/3/5	s
2366	台海核电	2010/3/12	s
2367	康力电梯	2010/3/12	s
2368	太极股份	2010/3/12	s
2369	卓翼科技	2010/3/16	s
2370	亚太药业	2010/3/16	s
2371	北方华创	2010/3/16	s
2372	伟星新材	2010/3/18	s
2373	千方科技	2010/3/18	s
2374	中锐股份	2010/3/18	s
2375	亚厦股份	2010/3/23	s
2376	新北洋	2010/3/23	s
2377	国创高新	2010/3/23	s
2378	章源钨业	2010/3/31	s
2379	宏创控股	2010/3/31	s
2380	科远智慧	2010/3/31	s
2381	双箭股份	2010/4/2	s
2382	蓝帆医疗	2010/4/2	s
2383	合众思壮	2010/4/2	s
2384	东山精密	2010/4/9	s
2385	大北农	2010/4/9	s
2386	天原股份	2010/4/9	s
2387	维信诺	2010/4/13	s
2388	新亚制程	2010/4/13	s
2389	航天彩虹	2010/4/13	s
2390	信邦制药	2010/4/16	s
2391	长青股份	2010/4/16	s
2392	北京利尔	2010/4/23	s
2393	力生制药	2010/4/23	s
2394	联发股份	2010/4/23	s
2395	双象股份	2010/4/29	s
2396	星网锐捷	2010/6/23	s
2397	梦洁股份	2010/4/29	s
2398	垒知集团	2010/5/6	s
2399	海普瑞	2010/5/6	s
2400	省广集团	2010/5/6	s
2401	中远海科	2010/5/6	s
2402	和而泰	2010/5/11	s
2403	爱仕达	2010/5/11	s
2404	嘉欣丝绸	2010/5/11	s
2405	四维图新	2010/5/18	s
2406	远东传动	2010/5/18	s
2407	多氟多	2010/5/18	s
2408	齐翔腾达	2010/5/18	s
2409	雅克科技	2010/5/25	s
2410	广联达	2010/5/25	s
2411	延安必康	2010/5/25	s
2412	汉森制药	2010/5/25	s
2413	雷科防务	2010/5/28	s
2414	高德红外	2010/7/16	s
2415	海康威视	2010/5/28	s
2416	爱施德	2010/5/28	s
2417	深南股份	2010/6/1	s
2418	*ST康盛	2010/6/1	s
2419	天虹股份	2010/6/1	s
2420	毅昌股份	2010/6/1	s
2421	达实智能	2010/6/3	s
2422	科伦药业	2010/6/3	s
2423	中粮资本	2010/6/3	s
2424	贵州百灵	2010/6/3	s
2425	凯撒文化	2010/6/8	s
2426	胜利精密	2010/6/8	s
2427	ST尤夫	2010/6/8	s
2428	云南锗业	2010/6/8	s
2429	兆驰股份	2010/6/10	s
2430	杭氧股份	2010/6/10	s
2431	棕榈股份	2010/6/10	s
2432	九安医疗	2010/6/10	s
2433	太安堂	2010/6/18	s
2434	万里扬	2010/6/18	s
2435	长江健康	2010/6/18	s
2436	兴森科技	2010/6/18	s
2437	誉衡药业	2010/6/23	s
2438	江苏神通	2010/6/23	s
2439	启明星辰	2010/6/23	s
2440	闰土股份	2010/7/6	s
2441	众业达	2010/7/6	s
2442	龙星化工	2010/7/6	s
2443	金洲管道	2010/7/6	s
2444	巨星科技	2010/7/13	s
2445	*ST中南	2010/7/13	s
2446	盛路通信	2010/7/13	s
2447	*ST晨鑫	2010/7/13	s
2448	中原内配	2010/7/16	s
2449	国星光电	2010/7/16	s
2451	摩恩电气	2010/7/20	s
2452	长高集团	2010/7/20	s
2453	华软科技	2010/7/20	s
2454	松芝股份	2010/7/20	s
2455	百川股份	2010/8/3	s
2456	欧菲光	2010/8/3	s
2457	青龙管业	2010/8/3	s
2458	益生股份	2010/8/10	s
2459	晶澳科技	2010/8/10	s
2460	赣锋锂业	2010/8/10	s
2461	珠江啤酒	2010/8/18	s
2462	嘉事堂	2010/8/18	s
2463	沪电股份	2010/8/18	s
2464	*ST众应	2010/8/31	s
2465	海格通信	2010/8/31	s
2466	天齐锂业	2010/8/31	s
2467	二六三	2010/9/8	s
2468	申通快递	2010/9/8	s
2469	三维化学	2010/9/8	s
2470	*ST金正	2010/9/8	s
2471	中超控股	2010/9/10	s
2472	双环传动	2010/9/10	s
2473	*ST圣莱	2010/9/10	s
2474	榕基软件	2010/9/15	s
2475	立讯精密	2010/9/15	s
2476	宝莫股份	2010/9/15	s
2478	常宝股份	2010/9/21	s
2479	富春环保	2010/9/21	s
2480	新筑股份	2010/9/21	s
2481	双塔食品	2010/9/21	s
2482	广田集团	2010/9/29	s
2483	润邦股份	2010/9/29	s
2484	江海股份	2010/9/29	s
2485	希努尔	2010/10/15	s
2486	嘉麟杰	2010/10/15	s
2487	大金重工	2010/10/15	s
2488	金固股份	2010/10/21	s
2489	浙江永强	2010/10/21	s
2490	山东墨龙	2010/10/21	s
2491	通鼎互联	2010/10/21	s
2492	恒基达鑫	2010/11/2	s
2493	荣盛石化	2010/11/2	s
2494	华斯股份	2010/11/2	s
2495	佳隆股份	2010/11/2	s
2496	*ST辉丰	2010/11/9	s
2497	雅化集团	2010/11/9	s
2498	汉缆股份	2010/11/9	s
2499	*ST科林	2010/11/9	s
2500	山西证券	2010/11/15	s
2501	*ST利源	2010/11/17	s
2502	鼎龙文化	2010/11/17	s
2503	搜于特	2010/11/17	s
2504	ST弘高	2010/11/18	s
2505	鹏都农牧	2010/11/18	s
2506	协鑫集成	2010/11/18	s
2507	涪陵榨菜	2010/11/23	s
2508	老板电器	2010/11/23	s
2510	天汽模	2010/11/25	s
2511	中顺洁柔	2010/11/25	s
2512	达华智能	2010/12/3	s
2513	*ST蓝丰	2010/12/3	s
2514	宝馨科技	2010/12/3	s
2515	金字火腿	2010/12/3	s
2516	旷达科技	2010/12/7	s
2517	恺英网络	2010/12/7	s
2518	科士达	2010/12/7	s
2519	银河电子	2010/12/7	s
2520	日发精机	2010/12/10	s
2521	齐峰新材	2010/12/10	s
2522	浙江众成	2010/12/10	s
2523	天桥起重	2010/12/10	s
2524	光正眼科	2010/12/17	s
2526	山东矿机	2010/12/17	s
2527	新时达	2010/12/24	s
2528	英飞拓	2010/12/24	s
2529	*ST海源	2010/12/24	s
2530	金财互联	2010/12/31	s
2531	天顺风能	2010/12/31	s
2532	天山铝业	2010/12/31	s
2533	金杯电工	2010/12/31	s
2534	杭锅股份	2011/1/10	s
2535	*ST林重	2011/1/11	s
2536	飞龙股份	2011/1/11	s
2537	海联金汇	2011/1/10	s
2538	司尔特	2011/1/18	s
2539	云图控股	2011/1/18	s
2540	亚太科技	2011/1/18	s
2541	鸿路钢构	2011/1/18	s
2542	中化岩土	2011/1/28	s
2543	万和电气	2011/1/28	s
2544	杰赛科技	2011/1/28	s
2545	东方铁塔	2011/2/11	s
2546	新联电子	2011/2/11	s
2547	春兴精工	2011/2/18	s
2548	金新农	2011/2/18	s
2549	凯美特气	2011/2/18	s
2550	千红制药	2011/2/18	s
2551	尚荣医疗	2011/2/25	s
2552	宝鼎科技	2011/2/25	s
2553	南方轴承	2011/2/25	s
2554	惠博普	2011/2/25	s
2555	三七互娱	2011/3/2	s
2556	辉隆股份	2011/3/2	s
2557	洽洽食品	2011/3/2	s
2558	巨人网络	2011/3/2	s
2559	亚威股份	2011/3/3	s
2560	通达股份	2011/3/3	s
2561	徐家汇	2011/3/3	s
2562	兄弟科技	2011/3/10	s
2563	森马服饰	2011/3/11	s
2564	天沃科技	2011/3/10	s
2565	顺灏股份	2011/3/18	s
2566	益盛药业	2011/3/18	s
2567	唐人神	2011/3/25	s
2568	百润股份	2011/3/25	s
2569	ST步森	2011/4/12	s
2570	贝因美	2011/4/12	s
2571	德力股份	2011/4/12	s
2572	索菲亚	2011/4/12	s
2573	清新环境	2011/4/22	s
2574	明牌珠宝	2011/4/22	s
2575	*ST群兴	2011/4/22	s
2576	通达动力	2011/4/28	s
2577	雷柏科技	2011/4/28	s
2578	闽发铝业	2011/4/28	s
2579	中京电子	2011/5/6	s
2580	圣阳股份	2011/5/6	s
2581	未名医药	2011/5/20	s
2582	好想你	2011/5/20	s
2583	海能达	2011/5/27	s
2584	西陇科学	2011/6/2	s
2585	双星新材	2011/6/2	s
2586	*ST围海	2011/6/2	s
2587	奥拓电子	2011/6/10	s
2588	史丹利	2011/6/10	s
2589	瑞康医药	2011/6/10	s
2590	万安科技	2011/6/10	s
2591	恒大高新	2011/6/21	s
2592	ST八菱	2011/11/11	s
2593	日上集团	2011/6/28	s
2594	比亚迪	2011/6/30	s
2595	豪迈科技	2011/6/28	s
2596	海南瑞泽	2011/7/7	s
2597	金禾实业	2011/7/7	s
2598	山东章鼓	2011/7/7	s
2599	盛通股份	2011/7/15	s
2600	领益智造	2011/7/15	s
2601	龙蟒佰利	2011/7/15	s
2602	世纪华通	2011/7/28	s
2603	以岭药业	2011/7/28	s
2605	姚记科技	2011/8/5	s
2606	大连电瓷	2011/8/5	s
2607	中公教育	2011/8/10	s
2608	江苏国信	2011/8/10	s
2609	捷顺科技	2011/8/15	s
2610	爱康科技	2011/8/15	s
2611	东方精工	2011/8/30	s
2612	朗姿股份	2011/8/30	s
2613	北玻股份	2011/8/30	s
2614	奥佳华	2011/9/9	s
2615	哈尔斯	2011/9/9	s
2616	长青集团	2011/9/20	s
2617	露笑科技	2011/9/20	s
2618	*ST丹邦	2011/9/20	s
2619	*ST艾格	2011/9/29	s
2620	瑞和股份	2011/9/29	s
2621	美吉姆	2011/9/29	s
2622	融钰集团	2011/10/18	s
2623	亚玛顿	2011/10/13	s
2624	完美世界	2011/10/28	s
2625	光启技术	2011/11/3	s
2626	金达威	2011/10/28	s
2627	宜昌交运	2011/11/3	s
2628	成都路桥	2011/11/3	s
2629	ST仁智	2011/11/3	s
2630	华西能源	2011/11/11	s
2631	德尔未来	2011/11/11	s
2632	道明光学	2011/11/22	s
2633	申科股份	2011/11/22	s
2634	棒杰股份	2011/12/5	s
2635	安洁科技	2011/11/25	s
2636	金安国纪	2011/11/25	s
2637	赞宇科技	2011/11/25	s
2638	*ST勤上	2011/11/25	s
2639	雪人股份	2011/12/5	s
2640	*ST跨境	2011/12/8	s
2641	永高股份	2011/12/8	s
2642	荣联科技	2011/12/20	s
2643	万润股份	2011/12/20	s
2644	佛慈制药	2011/12/22	s
2645	华宏科技	2011/12/20	s
2646	青青稞酒	2011/12/22	s
2647	仁东控股	2011/12/28	s
2648	卫星石化	2011/12/28	s
2649	博彦科技	2012/1/6	s
2650	ST加加	2012/1/6	s
2651	利君股份	2012/1/6	s
2652	扬子新材	2012/1/19	s
2653	海思科	2012/1/17	s
2654	万润科技	2012/2/17	s
2655	共达电声	2012/2/17	s
2656	ST摩登	2012/2/28	s
2657	中科金财	2012/2/28	s
2658	雪迪龙	2012/3/9	s
2659	凯文教育	2012/3/9	s
2660	茂硕电源	2012/3/16	s
2661	克明面业	2012/3/16	s
2662	京威股份	2012/3/9	s
2663	普邦股份	2012/3/16	s
2664	长鹰信质	2012/3/16	s
2665	首航高科	2012/3/27	s
2666	德联集团	2012/3/27	s
2667	鞍重股份	2012/3/29	s
2668	奥马电器	2012/4/16	s
2669	康达新材	2012/4/16	s
2670	国盛金控	2012/4/16	s
2671	龙泉股份	2012/4/26	s
2672	东江环保	2012/4/26	s
2673	西部证券	2012/5/3	s
2674	兴业科技	2012/5/7	s
2675	东诚药业	2012/5/25	s
2676	顺威股份	2012/5/25	s
2677	浙江美大	2012/5/25	s
2678	珠江钢琴	2012/5/30	s
2679	福建金森	2012/6/5	s
2681	奋达科技	2012/6/5	s
2682	龙洲股份	2012/6/12	s
2683	宏大爆破	2012/6/12	s
2684	*ST猛狮	2012/6/12	s
2685	华东重机	2012/6/12	s
2686	亿利达	2012/7/3	s
2687	乔治白	2012/7/13	s
2688	金河生物	2012/7/13	s
2689	远大智能	2012/7/17	s
2690	美亚光电	2012/7/31	s
2691	冀凯股份	2012/7/31	s
2692	ST远程	2012/8/8	s
2693	双成药业	2012/8/8	s
2694	顾地科技	2012/8/16	s
2695	煌上煌	2012/9/5	s
2696	百洋股份	2012/9/5	s
2697	红旗连锁	2012/9/5	s
2698	博实股份	2012/9/11	s
2699	美盛文化	2012/9/11	s
2700	ST浩源	2012/9/21	s
2701	奥瑞金	2012/10/11	s
2702	海欣食品	2012/10/11	s
2703	浙江世宝	2012/11/2	s
2705	新宝股份	2014/1/21	s
2706	良信股份	2014/1/21	s
2707	众信旅游	2014/1/23	s
2708	光洋股份	2014/1/21	s
2709	天赐材料	2014/1/23	s
2711	*ST欧浦	2014/1/27	s
2712	思美传媒	2014/1/23	s
2713	东易日盛	2014/2/19	s
2714	牧原股份	2014/1/28	s
2715	登云股份	2014/2/19	s
2716	*ST金贵	2014/1/28	s
2717	岭南股份	2014/2/19	s
2718	友邦吊顶	2014/1/28	s
2719	*ST麦趣	2014/1/28	s
2721	金一文化	2014/1/27	s
2722	金轮股份	2014/1/28	s
2723	金莱特	2014/1/29	s
2724	海洋王	2014/11/4	s
2725	跃岭股份	2014/1/29	s
2726	龙大肉食	2014/6/26	s
2727	一心堂	2014/7/2	s
2728	特一药业	2014/7/31	s
2729	好利来	2014/9/12	s
2730	电光科技	2014/10/9	s
2731	萃华珠宝	2014/11/4	s
2732	燕塘乳业	2014/12/5	s
2733	雄韬股份	2014/12/3	s
2734	利民股份	2015/1/27	s
2735	王子新材	2014/12/3	s
2736	国信证券	2014/12/29	s
2737	葵花药业	2014/12/30	s
2738	中矿资源	2014/12/30	s
2739	万达电影	2015/1/22	s
2740	爱迪尔	2015/1/22	s
2741	光华科技	2015/2/16	s
2742	三圣股份	2015/2/17	s
2743	富煌钢构	2015/2/17	s
2745	木林森	2015/2/17	s
2746	仙坛股份	2015/2/16	s
2747	埃斯顿	2015/3/20	s
2748	世龙实业	2015/3/19	s
2749	国光股份	2015/3/20	s
2750	龙津药业	2015/3/24	s
2751	易尚展示	2015/4/24	s
2752	昇兴股份	2015/4/22	s
2753	永东股份	2015/5/19	s
2755	奥赛康	2015/5/15	s
2756	永兴材料	2015/5/15	s
2757	南兴股份	2015/5/27	s
2758	浙农股份	2015/5/27	s
2759	天际股份	2015/5/28	s
2760	凤形股份	2015/6/11	s
2761	多喜爱	2015/6/10	s
2762	金发拉比	2015/6/10	s
2763	汇洁股份	2015/6/10	s
2765	蓝黛科技	2015/6/12	s
2766	*ST索菱	2015/6/11	s
2767	先锋电子	2015/6/12	s
2768	国恩股份	2015/6/30	s
2769	普路通	2015/6/29	s
2770	*ST科迪	2015/6/30	s
2771	真视通	2015/6/29	s
2772	众兴菌业	2015/6/26	s
2773	康弘药业	2015/6/26	s
2774	快意电梯	2017/3/24	s
2775	文科园林	2015/6/29	s
2776	ST柏龙	2015/6/26	s
2777	久远银海	2015/12/31	s
2778	高科石化	2016/1/6	s
2779	中坚科技	2015/12/9	s
2780	三夫户外	2015/12/9	s
2781	奇信股份	2015/12/22	s
2782	可立克	2015/12/22	s
2783	凯龙股份	2015/12/9	s
2785	万里石	2015/12/23	s
2786	银宝山新	2015/12/23	s
2787	华源控股	2015/12/31	s
2788	鹭燕医药	2016/2/18	s
2789	建艺集团	2016/3/11	s
2790	瑞尔特	2016/3/8	s
2791	坚朗五金	2016/3/29	s
2792	通宇通讯	2016/3/28	s
2793	罗欣药业	2016/4/15	s
2795	永和智控	2016/4/28	s
2796	世嘉科技	2016/5/10	s
2797	第一创业	2016/5/11	s
2798	帝欧家居	2016/5/25	s
2799	环球印务	2016/6/8	s
2800	天顺股份	2016/5/30	s
2801	微光股份	2016/6/22	s
2802	洪汇新材	2016/6/29	s
2803	吉宏股份	2016/7/12	s
2805	丰元股份	2016/7/7	s
2806	华锋股份	2016/7/26	s
2807	江阴银行	2016/9/2	s
2808	恒久科技	2016/8/12	s
2809	红墙股份	2016/8/23	s
2810	山东赫达	2016/8/26	s
2811	郑中设计	2016/9/8	s
2812	恩捷股份	2016/9/14	s
2813	路畅科技	2016/10/12	s
2815	崇达技术	2016/10/12	s
2816	和科达	2016/10/25	s
2817	黄山胶囊	2016/10/25	s
2818	富森美	2016/11/9	s
2819	东方中科	2016/11/11	s
2820	桂发祥	2016/11/18	s
2821	凯莱英	2016/11/18	s
2822	中装建设	2016/11/29	s
2823	凯中精密	2016/11/24	s
2824	和胜股份	2017/1/12	s
2825	纳尔股份	2016/11/29	s
2826	易明医药	2016/12/9	s
2827	高争民爆	2016/12/9	s
2828	贝肯能源	2016/12/8	s
2829	星网宇达	2016/12/13	s
2830	名雕股份	2016/12/13	s
2831	裕同科技	2016/12/16	s
2832	比音勒芬	2016/12/23	s
2833	弘亚数控	2016/12/28	s
2835	同为股份	2016/12/28	s
2836	新宏泽	2016/12/29	s
2837	英维克	2016/12/29	s
2838	道恩股份	2017/1/6	s
2839	张家港行	2017/1/24	s
2840	华统股份	2017/1/10	s
2841	视源股份	2017/1/19	s
2842	翔鹭钨业	2017/1/19	s
2843	泰嘉股份	2017/1/20	s
2845	同兴达	2017/1/25	s
2846	英联股份	2017/2/7	s
2847	盐津铺子	2017/2/8	s
2848	高斯贝尔	2017/2/13	s
2849	威星智能	2017/2/17	s
2850	科达利	2017/3/2	s
2851	麦格米特	2017/3/6	s
2852	道道全	2017/3/10	s
2853	皮阿诺	2017/3/10	s
2855	捷荣技术	2017/3/21	s
2856	美芝股份	2017/3/20	s
2857	三晖电气	2017/3/23	s
2858	力盛赛车	2017/3/24	s
2859	洁美科技	2017/4/7	s
2860	星帅尔	2017/4/12	s
2861	瀛通通讯	2017/4/13	s
2862	实丰文化	2017/4/11	s
2863	今飞凯达	2017/4/18	s
2864	盘龙药业	2017/11/16	s
2865	钧达股份	2017/4/25	s
2866	传艺科技	2017/4/26	s
2867	周大生	2017/4/27	s
2868	绿康生化	2017/5/3	s
2869	金溢科技	2017/5/15	s
2870	香山股份	2017/5/15	s
2871	伟隆股份	2017/5/11	s
2872	ST天圣	2017/5/19	s
2873	新天药业	2017/5/19	s
2875	安奈儿	2017/6/1	s
2876	三利谱	2017/5/25	s
2877	智能自控	2017/6/5	s
2878	元隆雅图	2017/6/6	s
2879	长缆科技	2017/7/7	s
2880	卫光生物	2017/6/16	s
2881	美格智能	2017/6/22	s
2882	金龙羽	2017/7/17	s
2883	中设股份	2017/6/20	s
2884	凌霄泵业	2017/7/11	s
2885	京泉华	2017/6/27	s
2886	沃特股份	2017/6/27	s
2887	绿茵生态	2017/8/1	s
2888	惠威科技	2017/7/21	s
2889	东方嘉盛	2017/7/31	s
2890	弘宇股份	2017/8/2	s
2891	中宠股份	2017/8/21	s
2892	科力尔	2017/8/17	s
2893	华通热力	2017/9/15	s
2895	川恒股份	2017/8/25	s
2896	中大力德	2017/8/29	s
2897	意华股份	2017/9/7	s
2898	赛隆药业	2017/9/12	s
2899	英派斯	2017/9/15	s
2900	哈三联	2017/9/22	s
2901	大博医疗	2017/9/22	s
2902	铭普光磁	2017/9/29	s
2903	宇环数控	2017/10/13	s
2905	金逸影视	2017/10/16	s
2906	华阳集团	2017/10/13	s
2907	华森制药	2017/10/20	s
2908	德生科技	2017/10/20	s
2909	集泰股份	2017/10/26	s
2910	庄园牧场	2017/10/31	s
2911	佛燃能源	2017/11/22	s
2912	中新赛克	2017/11/21	s
2913	奥士康	2017/12/1	s
2915	中欣氟材	2017/12/5	s
2916	深南电路	2017/12/13	s
2917	金奥博	2017/12/8	s
2918	蒙娜丽莎	2017/12/19	s
2919	名臣健康	2017/12/18	s
2920	德赛西威	2017/12/26	s
2921	联诚精密	2017/12/27	s
2922	伊戈尔	2017/12/29	s
2923	润都股份	2018/1/5	s
2925	盈趣科技	2018/1/15	s
2926	华西证券	2018/2/5	s
2927	泰永长征	2018/2/23	s
2928	华夏航空	2018/3/2	s
2929	润建股份	2018/3/1	s
2930	宏川智慧	2018/3/28	s
2931	锋龙股份	2018/4/3	s
2932	明德生物	2018/7/10	s
2933	新兴装备	2018/8/28	s
2935	天奥电子	2018/9/3	s
2936	郑州银行	2018/9/19	s
2937	兴瑞科技	2018/9/26	s
2938	鹏鼎控股	2018/9/18	s
2939	长城证券	2018/10/26	s
2940	昂利康	2018/10/23	s
2941	新疆交建	2018/11/28	s
2942	新农股份	2018/12/5	s
2943	宇晶股份	2018/11/29	s
2945	华林证券	2019/1/17	s
2946	新乳业	2019/1/25	s
2947	恒铭达	2019/2/1	s
2948	青岛银行	2019/1/16	s
2949	华阳国际	2019/2/26	s
2950	奥美医疗	2019/3/11	s
2951	金时科技	2019/3/15	s
2952	亚世光电	2019/3/28	s
2953	日丰股份	2019/5/9	s
2955	鸿合科技	2019/5/23	s
2956	西麦食品	2019/6/19	s
2957	科瑞技术	2019/7/26	s
2958	青农商行	2019/3/26	s
2959	小熊电器	2019/8/23	s
2960	青鸟消防	2019/8/9	s
2961	瑞达期货	2019/9/5	s
2962	五方光电	2019/9/17	s
2963	豪尔赛	2019/10/28	s
2965	祥鑫科技	2019/10/25	s
2966	苏州银行	2019/8/2	s
2967	广电计量	2019/11/8	s
2968	新大正	2019/12/3	s
2969	嘉美包装	2019/12/2	s
2970	锐明技术	2019/12/17	s
2971	和远气体	2020/1/13	s
2972	科安达	2019/12/27	s
2973	侨银股份	2020/1/6	s
2975	博杰股份	2020/2/5	s
2976	瑞玛工业	2020/3/6	s
2977	天箭科技	2020/3/17	s
2978	安宁股份	2020/4/17	s
2979	雷赛智能	2020/4/8	s
2980	华盛昌	2020/4/15	s
2981	朝阳科技	2020/4/17	s
2982	湘佳股份	2020/4/24	s
2983	芯瑞达	2020/4/28	s
2984	森麒麟	2020/9/11	s
2985	北摩高科	2020/4/29	s
2986	宇新股份	2020/6/2	s
2987	京北方	2020/5/7	s
2988	豪美新材	2020/5/18	s
2989	中天精装	2020/6/10	s
2990	盛视科技	2020/5/25	s
2991	甘源食品	2020/7/31	s
2992	宝明科技	2020/8/3	s
2993	奥海科技	2020/8/17	s
2995	天地在线	2020/8/5	s
2996	顺博合金	2020/8/28	s
2997	瑞鹄模具	2020/9/3	s
2998	优彩资源	2020/9/25	s
2999	天禾股份	2020/9/3	s
3000	劲仔食品	2020/9/14	s
3001	中岩大地	2020/10/13	s
3002	壶化股份	2020/9/22	s
3003	天元股份	2020/9/21	s
3004	声迅股份	2020/11/26	s
3005	竞业达	2020/9/22	s
3006	百亚股份	2020/9/21	s
3007	直真科技	2020/9/23	s
3008	开普检测	2020/9/23	s
3009	中天火箭	2020/9/25	s
3010	若羽臣	2020/9/25	s
3011	海象新材	2020/9/30	s
3012	东鹏控股	2020/10/19	s
3013	地铁设计	2020/10/22	s
3015	日久光电	2020/10/21	s
3016	欣贺股份	2020/10/26	s
3017	大洋生物	2020/10/26	s
3018	金富科技	2020/11/6	s
3019	宸展光电	2020/11/17	s
3020	立方制药	2020/12/15	s
3021	兆威机电	2020/12/4	s
3022	联泓新科	2020/12/8	s
3023	彩虹集团	2020/12/11	s
3025	思进智能	2020/12/11	s
3026	中晶科技	2020/12/18	s
3027	同兴环保	2020/12/18	s
3028	振邦智能	2020/12/28	s
3029	吉大正元	2020/12/24	s
3030	祖名股份	2021/1/6	s
3031	中瓷电子	2021/1/4	s
3032	传智教育	2021/1/12	s
3033	征和工业	2021/1/11	s
3035	南网能源	2021/1/19	s
3036	泰坦股份	2021/1/28	s
3037	三和管桩	2021/2/4	s
3038	鑫铂股份	2021/2/10	s
3039	顺控发展	2021/3/8	s
3040	楚天龙	2021/3/22	s
3041	真爱美家	2021/4/6	s
3042	中农联合	2021/4/6	s
3043	华亚智能	2021/4/6	s
3816	中国广核	2019/8/26	s
300001	特锐德	2009/10/30	s
300002	神州泰岳	2009/10/30	s
300003	乐普医疗	2009/10/30	s
300004	南风股份	2009/10/30	s
300005	探路者	2009/10/30	s
300006	莱美药业	2009/10/30	s
300007	汉威科技	2009/10/30	s
300008	天海防务	2009/10/30	s
300009	安科生物	2009/10/30	s
300010	豆神教育	2009/10/30	s
300011	鼎汉技术	2009/10/30	s
300012	华测检测	2009/10/30	s
300013	新宁物流	2009/10/30	s
300014	亿纬锂能	2009/10/30	s
300015	爱尔眼科	2009/10/30	s
300016	北陆药业	2009/10/30	s
300017	网宿科技	2009/10/30	s
300018	中元股份	2009/10/30	s
300019	硅宝科技	2009/10/30	s
300020	银江股份	2009/10/30	s
300021	大禹节水	2009/10/30	s
300022	吉峰科技	2009/10/30	s
300023	*ST宝德	2009/10/30	s
300024	机器人	2009/10/30	s
300025	华星创业	2009/10/30	s
300026	红日药业	2009/10/30	s
300027	华谊兄弟	2009/10/30	s
300029	*ST天龙	2009/12/25	s
300030	阳普医疗	2009/12/25	s
300031	宝通科技	2009/12/25	s
300032	金龙机电	2009/12/25	s
300033	同花顺	2009/12/25	s
300034	钢研高纳	2009/12/25	s
300035	中科电气	2009/12/25	s
300036	超图软件	2009/12/25	s
300037	新宙邦	2010/1/8	s
300038	*ST数知	2010/1/8	s
300039	上海凯宝	2010/1/8	s
300040	九洲集团	2010/1/8	s
300041	回天新材	2010/1/8	s
300042	朗科科技	2010/1/8	s
300043	星辉娱乐	2010/1/20	s
300044	*ST赛为	2010/1/20	s
300045	华力创通	2010/1/20	s
300046	台基股份	2010/1/20	s
300047	天源迪科	2010/1/20	s
300048	合康新能	2010/1/20	s
300049	福瑞股份	2010/1/20	s
300050	世纪鼎利	2010/1/20	s
300051	ST三五	2010/2/11	s
300052	中青宝	2010/2/11	s
300053	欧比特	2010/2/11	s
300054	鼎龙股份	2010/2/11	s
300055	万邦达	2010/2/26	s
300056	中创环保	2010/2/26	s
300057	万顺新材	2010/2/26	s
300058	蓝色光标	2010/2/26	s
300059	东方财富	2010/3/19	s
300061	旗天科技	2010/3/19	s
300062	中能电气	2010/3/19	s
300063	天龙集团	2010/3/26	s
300064	*ST金刚	2010/3/26	s
300065	海兰信	2010/3/26	s
300066	三川智慧	2010/3/26	s
300067	安诺其	2010/4/21	s
300068	南都电源	2010/4/21	s
300069	金利华电	2010/4/21	s
300070	碧水源	2010/4/21	s
300071	*ST嘉信	2010/4/21	s
300072	三聚环保	2010/4/27	s
300073	当升科技	2010/4/27	s
300074	华平股份	2010/4/27	s
300075	数字政通	2010/4/27	s
300076	GQY视讯	2010/4/30	s
300077	国民技术	2010/4/30	s
300078	思创医惠	2010/4/30	s
300079	数码视讯	2010/4/30	s
300080	易成新能	2010/6/25	s
300081	恒信东方	2010/5/20	s
300082	奥克股份	2010/5/20	s
300083	创世纪	2010/5/20	s
300084	海默科技	2010/5/20	s
300085	银之杰	2010/5/26	s
300086	康芝药业	2010/5/26	s
300087	荃银高科	2010/5/26	s
300088	长信科技	2010/5/26	s
300089	文化长城	2010/6/25	s
300091	金通灵	2010/6/25	s
300092	科新机电	2010/7/8	s
300093	金刚玻璃	2010/7/8	s
